sales_id,order_id,product_id,price_per_unit,quantity,total_price
5598,1169,176,187,7,1309
5599,1170,1208,365,1,365
5600,1170,1089,268,2,536
5601,1170,1001,437,4,1748
5602,1170,112,236,1,236
5603,1171,1096,30,5,150
5604,1171,1105,220,9,1980
5605,1171,1203,395,3,1185
5606,1171,558,339,1,339
5607,1172,617,154,2,308
5608,1172,239,203,8,1624
5609,1173,608,151,6,906
5610,1173,813,365,8,2920
5611,1173,1242,176,4,704
5612,1173,187,272,7,1904
5613,1174,188,115,8,920
5614,1174,688,314,5,1570
5615,1174,324,53,2,106
5616,1175,185,282,8,2256
5617,1175,721,314,2,628
5618,1175,453,164,7,1148
5619,1176,100,165,5,825
5620,1176,597,469,1,469
5621,1176,38,162,6,972
5622,1176,1135,86,4,344
5623,1176,1051,264,7,1848
5624,1177,700,434,9,3906
5625,1177,181,184,5,920
5626,1177,756,294,10,2940
5627,1178,611,315,9,2835
5628,1178,1061,137,9,1233
5629,1178,143,293,4,1172
5630,1178,247,109,6,654
5631,1178,75,131,4,524
5632,1179,274,218,2,436
5633,1179,168,457,9,4113
5634,1179,228,46,5,230
5635,1179,10,321,5,1605
5636,1179,705,107,4,428
5637,1180,155,77,6,462
5638,1180,584,203,5,1015
5639,1181,498,334,1,334
5640,1181,1168,447,10,4470
5641,1181,932,188,7,1316
5642,1181,373,337,9,3033
5643,1181,763,250,5,1250
5644,1182,693,115,1,115
5645,1182,83,400,7,2800
5646,1183,180,355,4,1420
5647,1183,575,416,9,3744
5648,1184,5,216,3,648
5649,1184,1020,495,3,1485
5650,1184,1250,248,10,2480
5651,1184,103,305,3,915
5652,1184,448,255,4,1020
5653,1185,647,411,1,411
5654,1185,819,238,5,1190
5655,1185,797,68,6,408
5656,1186,489,361,6,2166
5657,1186,1130,377,10,3770
5658,1187,333,268,5,1340
5659,1187,1003,216,10,2160
5660,1187,1046,171,3,513
5661,1188,927,58,1,58
5662,1188,1137,136,9,1224
5663,1188,296,114,9,1026
5664,1189,241,275,8,2200
5665,1189,367,189,1,189
5666,1189,1256,384,8,3072
5667,1189,315,81,7,567
5668,1189,1243,175,2,350
5669,1190,69,335,10,3350
5670,1190,1094,189,1,189
5671,1191,1043,248,1,248
5672,1191,683,235,6,1410
5673,1192,887,137,2,274
5674,1192,322,433,8,3464
5675,1192,421,234,3,702
5676,1192,480,147,5,735
5677,1192,653,229,1,229
5678,1193,185,75,4,300
5679,1193,818,418,10,4180
5680,1193,656,228,3,684
5681,1193,295,50,9,450
5682,1194,404,86,3,258
5683,1194,1197,268,7,1876
5684,1194,249,359,3,1077
5685,1194,1080,15,5,75
5686,1195,1250,96,4,384
5687,1195,174,138,5,690
5688,1195,657,73,7,511
5689,1196,1002,143,5,715
5690,1196,983,95,5,475
5691,1196,577,193,2,386
5692,1196,375,351,8,2808
5693,1196,116,252,3,756
5694,1197,402,255,4,1020
5695,1197,585,80,6,480
5696,1197,587,499,9,4491
5697,1197,507,163,3,489
5698,1197,519,334,3,1002
5699,1198,404,500,1,500
5700,1198,68,13,9,117
5701,1199,272,212,4,848
5702,1199,803,296,8,2368
5703,1199,269,306,10,3060
5704,1199,91,34,6,204
5705,1200,313,107,2,214
5706,1200,972,409,7,2863
5707,1201,58,373,7,2611
5708,1201,1245,258,6,1548
5709,1202,16,321,9,2889
5710,1202,683,377,10,3770
5711,1202,435,216,9,1944
5712,1202,1175,20,2,40
5713,1202,879,26,8,208
5714,1203,866,416,4,1664
5715,1203,975,317,1,317
5716,1203,78,492,5,2460
5717,1203,317,381,9,3429
5718,1204,455,41,10,410
5719,1204,231,317,8,2536
5720,1204,1090,43,8,344
5721,1204,1043,29,7,203
5722,1205,1071,235,2,470
5723,1205,801,91,10,910
5724,1205,80,318,2,636
5725,1206,249,42,8,336
5726,1206,590,261,2,522
5727,1206,924,406,10,4060
5728,1207,1015,251,7,1757
5729,1207,428,387,5,1935
5730,1207,185,324,4,1296
5731,1208,997,162,6,972
5732,1208,700,300,7,2100
5733,1209,840,163,9,1467
5734,1209,851,255,10,2550
5735,1209,1027,371,8,2968
5736,1209,1099,101,2,202
5737,1210,169,43,8,344
5738,1210,212,488,5,2440
5739,1210,1225,28,5,140
5740,1210,1201,41,9,369
5741,1210,759,350,5,1750
5742,1211,786,29,4,116
5743,1211,745,342,5,1710
5744,1211,121,466,2,932
5745,1211,568,74,4,296
5746,1211,958,358,10,3580
5747,1212,851,478,7,3346
5748,1212,60,353,2,706
5749,1212,14,108,8,864
5750,1212,779,218,10,2180
5751,1213,452,79,4,316
5752,1213,228,77,5,385
5753,1214,932,257,5,1285
5754,1214,1152,444,4,1776
5755,1215,167,220,8,1760
5756,1215,1046,207,7,1449
5757,1216,663,303,8,2424
5758,1216,559,351,3,1053
5759,1217,698,192,8,1536
5760,1217,625,314,7,2198
5761,1217,671,385,3,1155
5762,1217,1087,167,2,334
5763,1218,991,128,4,512
5764,1218,826,356,8,2848
5765,1218,192,290,8,2320
5766,1219,497,22,7,154
5767,1219,623,492,5,2460
5768,1219,147,48,3,144
5769,1219,1108,426,6,2556
5770,1219,73,72,5,360
5771,1220,498,159,5,795
5772,1220,1083,45,5,225
5773,1220,454,454,10,4540
5774,1220,803,212,4,848
5775,1220,463,479,4,1916
5776,1221,486,309,6,1854
5777,1221,1033,499,9,4491
5778,1221,979,102,5,510
5779,1222,332,274,9,2466
5780,1222,215,159,7,1113
5781,1222,235,173,5,865
5782,1222,52,335,2,670
5783,1223,199,423,5,2115
5784,1223,694,349,9,3141
5785,1223,177,153,10,1530
5786,1223,1216,247,2,494
5787,1224,762,292,8,2336
5788,1224,260,276,5,1380
5789,1224,259,110,4,440
5790,1224,962,99,3,297
5791,1224,1056,428,6,2568
5792,1225,427,300,4,1200
5793,1225,914,204,6,1224
5794,1225,1225,499,5,2495
5795,1225,503,26,5,130
5796,1225,1084,50,4,200
5797,1226,666,165,5,825
5798,1226,702,248,3,744
5799,1226,603,86,6,516
5800,1226,359,292,6,1752
5801,1226,1060,395,6,2370
5802,1227,1048,166,4,664
5803,1227,391,269,8,2152
5804,1227,2,125,9,1125
5805,1228,260,367,1,367
5806,1228,418,142,6,852
5807,1228,348,214,1,214
5808,1228,570,142,2,284
5809,1228,433,387,6,2322
5810,1229,142,214,4,856
5811,1229,518,64,3,192
5812,1230,1118,411,3,1233
5813,1230,532,325,7,2275
5814,1230,477,125,1,125
5815,1230,691,488,6,2928
5816,1231,256,74,5,370
5817,1231,611,120,8,960
5818,1232,382,158,4,632
5819,1232,1045,24,10,240
5820,1232,120,348,2,696
5821,1232,643,459,8,3672
5822,1233,364,176,4,704
5823,1233,340,43,6,258
5824,1233,132,452,6,2712
5825,1233,777,100,10,1000
5826,1234,340,260,3,780
5827,1234,14,207,7,1449
5828,1234,477,494,1,494
5829,1235,457,230,6,1380
5830,1235,1095,437,7,3059
5831,1235,176,249,10,2490
5832,1236,1151,388,6,2328
5833,1236,521,255,3,765
5834,1236,517,238,8,1904
5835,1236,13,15,4,60
5836,1236,931,375,4,1500
5837,1237,590,112,8,896
5838,1237,519,262,6,1572
5839,1237,1100,166,6,996
5840,1238,512,262,1,262
5841,1238,55,162,1,162
5842,1238,504,309,7,2163
5843,1238,994,102,7,714
5844,1239,891,458,8,3664
5845,1239,598,21,8,168
5846,1240,1164,154,4,616
5847,1240,114,169,2,338
5848,1241,259,197,9,1773
5849,1241,812,487,9,4383
5850,1242,603,459,9,4131
5851,1242,878,303,4,1212
5852,1242,901,362,4,1448
5853,1242,1001,476,6,2856
5854,1243,36,315,7,2205
5855,1243,1091,232,2,464
5856,1244,991,194,2,388
5857,1244,339,119,8,952
5858,1245,847,436,4,1744
5859,1245,21,11,8,88
5860,1245,857,48,4,192
5861,1246,550,174,6,1044
5862,1246,1122,31,4,124
5863,1247,569,417,1,417
5864,1247,605,410,4,1640
5865,1247,123,472,9,4248
5866,1247,1096,354,7,2478
5867,1248,758,59,4,236
5868,1248,486,50,1,50
5869,1248,651,224,4,896
5870,1249,723,110,5,550
5871,1249,728,377,7,2639
5872,1249,513,418,1,418
5873,1249,729,298,4,1192
5874,1249,1159,463,8,3704
5875,1250,758,493,6,2958
5876,1250,22,388,4,1552
5877,1251,709,370,7,2590
5878,1251,558,494,10,4940
5879,1252,705,425,5,2125
5880,1252,1165,42,1,42
5881,1252,268,215,7,1505
5882,1252,1148,201,4,804
5883,1252,222,408,1,408
5884,1253,346,14,5,70
5885,1253,1033,130,5,650
5886,1253,1103,249,5,1245
5887,1254,770,496,6,2976
5888,1254,811,247,3,741
5889,1255,359,397,1,397
5890,1255,281,337,5,1685
5891,1255,530,423,6,2538
5892,1255,1118,487,6,2922
5893,1256,681,305,6,1830
5894,1256,1046,40,8,320
5895,1256,1101,318,9,2862
5896,1257,406,32,3,96
5897,1257,375,239,7,1673
5898,1257,60,30,7,210
5899,1257,1228,480,10,4800
5900,1258,1010,272,7,1904
5901,1258,1123,340,5,1700
5902,1259,902,335,10,3350
5903,1259,391,24,4,96
5904,1260,252,124,9,1116
5905,1260,1234,364,10,3640
5906,1260,900,149,7,1043
5907,1260,848,373,9,3357
5908,1260,868,192,2,384
5909,1261,802,311,8,2488
5910,1261,23,442,2,884
5911,1261,960,311,9,2799
5912,1261,966,396,4,1584
5913,1261,1057,413,8,3304
5914,1262,481,433,9,3897
5915,1262,1105,85,3,255
5916,1263,3,112,5,560
5917,1263,1207,388,9,3492
5918,1263,1092,400,3,1200
5919,1263,615,134,1,134
5920,1264,648,223,8,1784
5921,1264,681,58,8,464
5922,1264,318,482,8,3856
5923,1264,994,340,3,1020
5924,1265,1011,17,5,85
5925,1265,1023,208,3,624
5926,1265,66,222,5,1110
5927,1265,83,491,3,1473
5928,1265,221,167,4,668
5929,1266,98,78,10,780
5930,1266,1106,60,4,240
5931,1266,234,202,2,404
5932,1266,1200,298,5,1490
5933,1267,527,254,6,1524
5934,1267,668,241,4,964
5935,1268,543,455,3,1365
5936,1268,363,184,5,920
5937,1268,147,500,10,5000
5938,1269,620,145,8,1160
5939,1269,174,97,10,970
5940,1269,606,392,2,784
5941,1269,1184,123,1,123
5942,1270,897,146,4,584
5943,1270,239,82,5,410
5944,1270,941,249,5,1245
5945,1270,295,329,10,3290
5946,1271,1114,228,4,912
5947,1271,809,496,3,1488
5948,1271,972,226,10,2260
5949,1272,691,394,4,1576
5950,1272,6,41,9,369
5951,1272,1187,362,5,1810
5952,1273,234,182,8,1456
5953,1273,1059,84,3,252
5954,1273,1233,331,9,2979
5955,1273,532,22,10,220
5956,1273,982,442,9,3978
5957,1274,1214,254,10,2540
5958,1274,754,419,2,838
5959,1274,31,254,4,1016
5960,1274,6,312,7,2184
5961,1274,1170,306,8,2448
5962,1275,777,42,8,336
5963,1275,747,137,4,548
5964,1275,94,454,8,3632
5965,1275,42,282,5,1410
5966,1276,635,296,4,1184
5967,1276,620,349,10,3490
5968,1277,450,300,4,1200
5969,1277,404,229,6,1374
5970,1277,153,102,1,102
5971,1278,196,482,4,1928
5972,1278,640,342,2,684
5973,1279,666,379,6,2274
5974,1279,761,313,10,3130
5975,1279,1065,23,9,207
5976,1279,1145,349,1,349
5977,1280,1259,140,3,420
5978,1280,851,97,9,873
5979,1281,71,257,6,1542
5980,1281,1231,31,6,186
5981,1282,866,167,9,1503
5982,1282,99,445,2,890
5983,1283,207,175,9,1575
5984,1283,452,241,10,2410
5985,1284,1223,224,8,1792
5986,1284,602,350,1,350
5987,1284,111,178,10,1780
5988,1284,310,158,5,790
5989,1285,685,58,4,232
5990,1285,237,203,4,812
5991,1285,758,198,8,1584
5992,1285,496,60,1,60
5993,1285,1177,169,8,1352
5994,1286,589,23,10,230
5995,1286,356,477,1,477
5996,1286,924,197,6,1182
5997,1286,640,250,4,1000
5998,1287,316,25,2,50
5999,1287,805,34,10,340
6000,1288,792,461,5,2305
6001,1288,210,264,5,1320
6002,1289,488,448,6,2688
6003,1289,131,495,2,990
6004,1289,481,378,4,1512
6005,1289,775,216,7,1512
6006,1290,467,15,2,30
6007,1290,688,236,10,2360
6008,1290,741,410,9,3690
6009,1290,851,87,10,870
6010,1291,864,49,4,196
6011,1291,1088,350,8,2800
6012,1291,42,210,2,420
6013,1291,869,337,3,1011
6014,1291,956,322,10,3220
6015,1292,126,31,5,155
6016,1292,1215,52,3,156
6017,1292,1199,495,5,2475
6018,1292,206,342,3,1026
6019,1292,1039,308,2,616
6020,1293,679,402,2,804
6021,1293,235,174,4,696
6022,1293,122,34,10,340
6023,1293,565,349,7,2443
6024,1293,1242,269,10,2690
6025,1294,100,415,3,1245
6026,1294,89,112,3,336
6027,1295,473,99,6,594
6028,1295,1219,387,7,2709
6029,1295,919,169,3,507
6030,1295,143,124,3,372
6031,1296,972,446,8,3568
6032,1296,615,397,6,2382
6033,1297,535,325,10,3250
6034,1297,112,424,7,2968
6035,1297,254,354,2,708
6036,1297,1059,19,4,76
6037,1298,1246,455,8,3640
6038,1298,802,443,8,3544
6039,1298,78,331,6,1986
6040,1298,286,366,9,3294
6041,1299,556,370,6,2220
6042,1299,91,158,6,948
6043,1299,789,213,8,1704
6044,1299,561,99,9,891
6045,1300,198,163,1,163
6046,1300,438,469,8,3752
6047,1300,454,245,10,2450
6048,1300,245,345,6,2070
6049,1301,1139,376,2,752
6050,1301,268,388,9,3492
6051,1301,262,378,8,3024
6052,1301,186,216,8,1728
6053,1301,711,137,9,1233
6054,1302,687,298,5,1490
6055,1302,1257,214,7,1498
6056,1302,465,166,2,332
6057,1302,203,477,8,3816
6058,1302,718,36,1,36
6059,1303,437,111,3,333
6060,1303,535,386,9,3474
6061,1303,1080,226,9,2034
6062,1303,484,299,6,1794
6063,1304,636,58,1,58
6064,1304,177,385,4,1540
6065,1304,1203,372,3,1116
6066,1304,1161,167,9,1503
6067,1305,296,217,1,217
6068,1305,79,428,4,1712
6069,1306,484,380,6,2280
6070,1306,591,129,8,1032
6071,1306,1236,465,2,930
6072,1307,54,241,1,241
6073,1307,620,77,3,231
6074,1307,1015,138,1,138
6075,1308,1216,449,8,3592
6076,1308,596,269,8,2152
6077,1308,1074,449,4,1796
6078,1308,285,170,8,1360
6079,1309,816,280,7,1960
6080,1309,331,373,6,2238
6081,1309,928,270,3,810
6082,1309,941,192,5,960
6083,1309,912,69,4,276
6084,1310,992,114,2,228
6085,1310,826,402,3,1206
6086,1310,1151,340,5,1700
6087,1310,22,288,9,2592
6088,1311,903,170,4,680
6089,1311,940,453,1,453
6090,1312,390,437,8,3496
6091,1312,56,276,8,2208
6092,1313,1008,217,9,1953
6093,1313,119,253,9,2277
6094,1313,967,401,7,2807
6095,1313,1140,297,8,2376
6096,1313,963,130,2,260
6097,1314,648,133,6,798
6098,1314,895,105,6,630
6099,1314,487,458,2,916
6100,1315,303,32,2,64
6101,1315,435,393,4,1572
6102,1316,1212,358,2,716
6103,1316,159,442,10,4420
6104,1316,681,444,2,888
6105,1316,710,158,4,632
6106,1317,74,454,2,908
6107,1317,544,312,4,1248
6108,1318,816,116,4,464
6109,1318,892,241,3,723
6110,1319,744,104,8,832
6111,1319,178,158,3,474
6112,1319,184,465,5,2325
6113,1319,951,385,2,770
6114,1320,1101,433,6,2598
6115,1320,307,430,5,2150
6116,1320,92,381,6,2286
6117,1321,114,91,5,455
6118,1321,289,409,5,2045
6119,1321,341,221,5,1105
6120,1322,374,439,2,878
6121,1322,688,407,8,3256
6122,1322,1023,207,6,1242
6123,1323,1219,140,10,1400
6124,1323,296,347,5,1735
6125,1323,1220,476,2,952
6126,1323,905,267,2,534
6127,1323,707,455,3,1365
6128,1324,736,24,4,96
6129,1324,777,21,9,189
6130,1324,1225,101,3,303
6131,1324,629,301,7,2107
6132,1324,324,422,9,3798
6133,1325,211,404,7,2828
6134,1325,1184,450,4,1800
6135,1325,109,495,8,3960
6136,1326,234,170,9,1530
6137,1326,418,140,2,280
6138,1327,360,388,10,3880
6139,1327,758,486,7,3402
6140,1327,310,133,8,1064
6141,1327,707,277,1,277
6142,1328,1093,79,7,553
6143,1328,826,480,9,4320
6144,1328,890,308,10,3080
6145,1328,659,467,2,934
6146,1329,671,237,1,237
6147,1329,235,277,4,1108
6148,1329,453,121,3,363
6149,1329,1091,201,3,603
6150,1330,992,147,8,1176
6151,1330,430,167,6,1002
6152,1330,791,25,9,225
6153,1331,869,303,7,2121
6154,1331,331,76,6,456
6155,1332,138,84,7,588
6156,1332,539,198,3,594
6157,1332,12,202,8,1616
6158,1332,281,383,7,2681
6159,1333,325,216,7,1512
6160,1333,722,318,7,2226
6161,1334,273,492,10,4920
6162,1334,371,305,2,610
6163,1334,522,49,10,490
6164,1335,674,335,5,1675
6165,1335,328,136,9,1224
6166,1335,340,487,3,1461
6167,1336,560,20,4,80
6168,1336,279,158,4,632
6169,1336,490,406,4,1624
6170,1336,291,228,6,1368
6171,1337,1096,497,4,1988
6172,1337,1057,124,4,496
6173,1337,377,370,6,2220
6174,1337,948,407,5,2035
6175,1338,423,65,7,455
6176,1338,728,67,1,67
6177,1338,78,340,1,340
6178,1339,37,268,8,2144
6179,1339,594,457,4,1828
6180,1340,595,337,3,1011
6181,1340,11,159,7,1113
6182,1340,289,24,1,24
6183,1340,825,340,2,680
6184,1340,124,453,2,906
6185,1341,337,213,8,1704
6186,1341,307,155,1,155
6187,1341,410,471,9,4239
6188,1342,573,482,5,2410
6189,1342,1237,496,5,2480
6190,1342,1183,312,9,2808
6191,1343,1133,22,9,198
6192,1343,650,384,6,2304
6193,1343,191,313,9,2817
6194,1343,313,426,4,1704
6195,1344,34,177,9,1593
6196,1344,882,23,3,69
6197,1344,190,120,3,360
6198,1344,1079,430,7,3010
6199,1345,244,165,7,1155
6200,1345,1096,87,10,870
6201,1345,1009,298,1,298
6202,1345,138,201,9,1809
6203,1345,593,74,2,148
6204,1346,208,143,2,286
6205,1346,154,409,3,1227
6206,1346,163,409,7,2863
6207,1346,394,108,8,864
6208,1347,1186,337,10,3370
6209,1347,413,288,10,2880
6210,1347,751,238,10,2380
6211,1347,370,140,10,1400
6212,1347,745,496,7,3472
6213,1348,589,367,9,3303
6214,1348,418,185,4,740
6215,1348,213,90,7,630
6216,1349,686,153,6,918
6217,1349,239,231,5,1155
6218,1349,1067,74,1,74
6219,1350,1093,468,2,936
6220,1350,358,46,4,184
6221,1350,82,449,8,3592
6222,1351,298,398,10,3980
6223,1351,911,344,5,1720
6224,1351,926,109,3,327
6225,1351,7,321,3,963
6226,1351,815,95,9,855
6227,1352,1125,446,2,892
6228,1352,899,331,10,3310
6229,1352,1252,234,5,1170
6230,1353,367,260,8,2080
6231,1353,743,129,8,1032
6232,1353,63,364,8,2912
6233,1353,1033,54,2,108
6234,1353,280,154,4,616
6235,1354,1076,251,5,1255
6236,1354,361,365,3,1095
6237,1354,683,24,5,120
6238,1354,280,390,5,1950
6239,1355,505,145,4,580
6240,1355,117,164,6,984
6241,1355,1129,302,1,302
6242,1355,324,139,9,1251
6243,1356,19,275,3,825
6244,1356,982,433,5,2165
6245,1356,662,440,2,880
6246,1356,1203,108,6,648
6247,1356,72,294,4,1176
6248,1357,1078,178,3,534
6249,1357,690,196,3,588
6250,1357,973,315,3,945
6251,1357,631,176,4,704
6252,1358,475,210,7,1470
6253,1358,1154,176,3,528
6254,1358,449,374,2,748
6255,1358,252,345,3,1035
6256,1359,779,305,2,610
6257,1359,537,30,1,30
6258,1360,1230,487,3,1461
6259,1360,758,131,2,262
6260,1360,1132,161,4,644
6261,1360,52,423,8,3384
6262,1360,1056,319,5,1595
6263,1361,1200,162,10,1620
6264,1361,200,489,5,2445
6265,1361,769,247,6,1482
6266,1362,366,145,6,870
6267,1362,703,439,9,3951
6268,1362,268,103,3,309
6269,1362,1046,346,4,1384
6270,1363,1142,381,6,2286
6271,1363,887,180,8,1440
6272,1364,698,193,2,386
6273,1364,1186,135,7,945
6274,1364,520,305,1,305
6275,1365,406,47,6,282
6276,1365,866,177,1,177
6277,1365,765,107,7,749
6278,1365,1037,447,5,2235
6279,1365,43,121,8,968
6280,1366,92,414,6,2484
6281,1366,1184,176,4,704
6282,1366,85,115,4,460
6283,1366,700,39,6,234
6284,1366,1003,381,5,1905
6285,1367,228,280,1,280
6286,1367,1133,335,3,1005
6287,1367,1017,25,6,150
6288,1367,180,280,9,2520
6289,1368,1127,205,7,1435
6290,1368,1005,186,10,1860
6291,1368,941,344,8,2752
6292,1368,512,492,2,984
6293,1368,894,102,2,204
6294,1369,1080,82,9,738
6295,1369,962,282,10,2820
6296,1369,382,44,5,220
6297,1369,888,457,10,4570
6298,1370,116,445,3,1335
6299,1370,1026,291,6,1746
6300,1370,575,394,8,3152
6301,1371,261,211,3,633
6302,1371,1051,172,1,172
6303,1371,1189,30,2,60
6304,1372,11,343,4,1372
6305,1372,228,340,7,2380
6306,1373,487,497,6,2982
6307,1373,560,65,7,455
6308,1373,392,331,5,1655
6309,1373,212,231,5,1155
6310,1373,329,155,9,1395
6311,1374,1206,104,4,416
6312,1374,1211,264,4,1056
6313,1375,905,442,10,4420
6314,1375,626,166,8,1328
6315,1375,448,94,9,846
6316,1375,470,181,3,543
6317,1376,328,244,10,2440
6318,1376,935,377,2,754
6319,1376,664,452,1,452
6320,1376,655,267,2,534
6321,1377,1213,49,5,245
6322,1377,1053,269,5,1345
6323,1377,668,464,3,1392
6324,1378,1045,10,9,90
6325,1378,391,303,3,909
6326,1378,965,184,4,736
6327,1378,1012,499,10,4990
6328,1379,687,337,3,1011
6329,1379,430,46,7,322
6330,1379,1187,247,8,1976
6331,1379,596,401,10,4010
6332,1380,74,498,2,996
6333,1380,595,273,7,1911
6334,1380,587,274,3,822
6335,1381,88,27,9,243
6336,1381,644,18,1,18
6337,1382,449,429,10,4290
6338,1382,1082,12,3,36
6339,1382,455,42,7,294
6340,1383,1106,68,4,272
6341,1383,992,444,3,1332
6342,1383,381,237,4,948
6343,1383,370,20,10,200
6344,1384,622,341,1,341
6345,1384,542,180,10,1800
6346,1384,439,249,3,747
6347,1385,77,337,4,1348
6348,1385,1146,120,5,600
6349,1385,271,308,3,924
6350,1386,605,419,2,838
6351,1386,219,340,7,2380
6352,1386,1218,316,9,2844
6353,1386,888,358,4,1432
6354,1386,1030,192,9,1728
6355,1387,208,452,1,452
6356,1387,839,59,1,59
6357,1387,118,493,4,1972
6358,1387,1123,195,8,1560
6359,1387,964,82,9,738
6360,1388,992,395,5,1975
6361,1388,466,349,2,698
6362,1388,422,365,8,2920
6363,1388,868,247,9,2223
6364,1389,235,212,3,636
6365,1389,1055,485,3,1455
6366,1390,647,430,4,1720
6367,1390,139,240,4,960
6368,1390,818,457,5,2285
6369,1391,349,109,4,436
6370,1391,12,199,8,1592
6371,1391,824,454,10,4540
6372,1391,7,326,6,1956
6373,1391,1059,265,7,1855
6374,1392,1136,246,2,492
6375,1392,756,364,8,2912
6376,1392,59,280,5,1400
6377,1393,57,247,2,494
6378,1393,930,191,10,1910
6379,1393,132,169,7,1183
6380,1393,1257,171,4,684
6381,1393,832,256,1,256
6382,1394,285,441,3,1323
6383,1394,44,40,10,400
6384,1394,940,462,8,3696
6385,1394,98,140,9,1260
6386,1395,1166,336,7,2352
6387,1395,1013,456,7,3192
6388,1395,683,327,8,2616
6389,1395,632,217,1,217
6390,1395,256,243,3,729
6391,1396,281,407,7,2849
6392,1396,687,224,1,224
6393,1396,890,320,3,960
6394,1396,158,165,3,495
6395,1397,82,484,4,1936
6396,1397,1028,327,7,2289
6397,1398,700,58,5,290
6398,1398,282,258,1,258
6399,1399,356,49,8,392
6400,1399,599,115,2,230
6401,1399,628,417,6,2502
6402,1400,700,157,10,1570
6403,1400,616,361,2,722
6404,1400,160,315,9,2835
6405,1401,321,176,6,1056
6406,1401,186,209,7,1463
6407,1401,660,403,8,3224
6408,1401,1121,125,4,500
6409,1401,408,173,2,346
6410,1402,614,205,8,1640
6411,1402,795,411,9,3699
6412,1402,1036,226,6,1356
6413,1402,1033,275,7,1925
6414,1402,4,221,5,1105
6415,1403,317,310,7,2170
6416,1403,174,353,10,3530
6417,1403,969,54,4,216
6418,1403,1070,397,8,3176
6419,1403,1162,51,9,459
6420,1404,807,259,3,777
6421,1404,692,225,8,1800
6422,1404,120,255,1,255
6423,1405,35,468,1,468
6424,1405,454,378,4,1512
6425,1405,546,205,9,1845
6426,1406,496,111,7,777
6427,1406,960,20,5,100
6428,1406,1214,390,9,3510
6429,1406,562,190,10,1900
6430,1406,1083,79,1,79
6431,1407,679,162,4,648
6432,1407,227,448,6,2688
6433,1407,1135,436,7,3052
6434,1408,1111,225,5,1125
6435,1408,749,87,10,870
6436,1409,702,216,10,2160
6437,1409,772,486,2,972
6438,1409,353,415,3,1245
6439,1409,757,259,3,777
6440,1410,817,447,2,894
6441,1410,126,272,8,2176
6442,1410,703,154,4,616
6443,1410,299,44,2,88
6444,1410,1090,468,9,4212
6445,1411,156,190,5,950
6446,1411,1225,103,4,412
6447,1411,575,268,4,1072
6448,1412,733,499,5,2495
6449,1412,1218,259,3,777
6450,1413,742,87,8,696
6451,1413,246,286,9,2574
6452,1413,571,229,3,687
6453,1414,556,168,7,1176
6454,1414,999,125,4,500
6455,1414,1083,428,4,1712
6456,1414,228,22,3,66
6457,1414,786,244,3,732
6458,1415,1191,390,8,3120
6459,1415,264,71,3,213
6460,1415,1115,448,5,2240
6461,1415,228,376,3,1128
6462,1415,229,398,1,398
6463,1416,1154,275,10,2750
6464,1416,535,147,8,1176
6465,1417,334,104,10,1040
6466,1417,378,258,7,1806
6467,1417,1071,160,3,480
6468,1417,50,491,8,3928
6469,1417,1011,477,1,477
6470,1418,630,204,10,2040
6471,1418,627,317,3,951
6472,1418,664,388,5,1940
6473,1418,606,444,7,3108
6474,1418,720,304,5,1520
6475,1419,972,61,3,183
6476,1419,181,352,6,2112
6477,1420,218,161,8,1288
6478,1420,50,85,4,340
6479,1420,839,214,8,1712
6480,1421,320,61,4,244
6481,1421,381,202,5,1010
6482,1421,278,435,7,3045
6483,1422,1163,422,6,2532
6484,1422,474,180,8,1440
6485,1423,36,311,5,1555
6486,1423,617,187,7,1309
6487,1423,571,123,5,615
6488,1423,574,363,3,1089
6489,1423,630,64,6,384
6490,1424,168,139,1,139
6491,1424,988,259,6,1554
6492,1424,205,285,10,2850
6493,1425,818,314,9,2826
6494,1425,431,345,8,2760
6495,1425,215,259,7,1813
6496,1425,868,377,5,1885
6497,1425,854,238,6,1428
6498,1426,778,102,3,306
6499,1426,364,110,10,1100
6500,1427,168,319,3,957
6501,1427,1021,308,7,2156
6502,1427,1073,425,4,1700
6503,1427,1225,380,8,3040
6504,1428,976,225,6,1350
6505,1428,1052,45,10,450
6506,1429,39,328,5,1640
6507,1429,577,198,5,990
6508,1429,300,33,7,231
6509,1429,909,269,2,538
6510,1429,182,316,1,316
6511,1430,423,353,1,353
6512,1430,585,286,10,2860
6513,1430,828,278,9,2502
6514,1430,968,186,8,1488
6515,1430,54,467,5,2335
6516,1431,1164,329,7,2303
6517,1431,296,494,8,3952
6518,1432,301,221,5,1105
6519,1432,360,454,9,4086
6520,1432,931,66,8,528
6521,1433,680,177,2,354
6522,1433,614,138,2,276
6523,1433,489,143,10,1430
6524,1433,187,434,1,434
6525,1434,869,71,3,213
6526,1434,416,31,6,186
6527,1434,758,205,7,1435
6528,1435,452,365,1,365
6529,1435,15,88,4,352
6530,1436,191,347,6,2082
6531,1436,967,146,8,1168
6532,1436,578,281,4,1124
6533,1436,1040,335,3,1005
6534,1437,1185,262,9,2358
6535,1437,1162,315,6,1890
6536,1437,1115,127,2,254
6537,1437,857,430,1,430
6538,1437,935,492,5,2460
6539,1438,1021,258,10,2580
6540,1438,422,321,6,1926
6541,1438,183,105,1,105
6542,1438,878,139,6,834
6543,1439,58,493,9,4437
