order_id,customer_id,order_date,delivery_date
3564,2043,2021-05-23,2023-03-12
3565,2044,2020-10-17,2023-12-10
3566,2045,2022-05-14,2023-06-16
3567,2045,2021-11-23,2023-12-13
3568,2045,2020-12-03,2023-09-30
3569,2046,2022-12-17,2023-07-06
3570,2046,2021-02-22,2023-11-29
3571,2047,2022-12-28,2023-07-06
3572,2047,2021-04-20,2023-02-10
3573,2048,2020-02-12,2023-10-30
3574,2048,2020-11-19,2023-04-11
3575,2048,2022-01-20,2023-03-06
3576,2048,2022-04-27,2023-12-23
3577,2049,2020-09-08,2023-06-08
3578,2049,2020-07-08,2023-03-24
3579,2049,2021-01-29,2023-05-25
3580,2049,2022-11-30,2023-10-26
3581,2050,2022-09-18,2023-09-20
3582,2051,2021-01-03,2023-01-17
3583,2051,2022-07-11,2023-07-31
3584,2052,2021-08-18,2023-07-02
3585,2052,2020-01-06,2023-07-24
3586,2052,2022-07-08,2023-10-12
3587,2052,2020-06-06,2023-06-20
3588,2053,2021-05-27,2023-01-20
3589,2053,2021-02-16,2023-01-06
3590,2053,2020-06-06,2023-07-08
3591,2054,2022-03-27,2023-01-04
3592,2055,2021-04-05,2023-11-28
3593,2056,2021-09-01,2023-10-29
3594,2057,2021-09-08,2023-03-04
3595,2057,2021-04-20,2023-10-16
3596,2057,2022-10-27,2023-10-02
3597,2058,2020-09-03,2023-02-14
3598,2058,2022-07-30,2023-07-19
3599,2059,2022-01-18,2023-08-01
3600,2059,2022-06-12,2023-10-21
3601,2060,2022-04-22,2023-02-16
3602,2061,2020-03-28,2023-03-28
3603,2061,2020-09-12,2023-04-01
3604,2062,2021-10-29,2024-01-01
3605,2062,2021-06-09,2023-10-13
3606,2062,2021-01-26,2023-01-13
3607,2062,2021-02-02,2023-02-07
3608,2063,2022-12-09,2023-07-20
3609,2063,2021-08-14,2023-10-26
3610,2063,2022-11-05,2023-02-16
3611,2064,2021-06-12,2023-09-30
3612,2064,2022-03-04,2023-08-30
3613,2065,2022-10-16,2023-03-17
3614,2065,2021-06-27,2023-02-06
3615,2066,2021-03-12,2023-02-21
3616,2066,2020-12-14,2023-06-05
3617,2066,2021-12-30,2023-09-07
3618,2067,2022-07-13,2023-02-21
3619,2067,2021-05-04,2023-09-24
3620,2067,2022-12-13,2023-07-14
3621,2067,2021-09-28,2023-07-04
3622,2068,2020-07-01,2023-07-25
3623,2068,2020-06-15,2023-06-29
3624,2068,2021-07-13,2023-09-12
3625,2069,2022-12-17,2023-10-09
3626,2069,2022-09-25,2023-05-03
3627,2070,2020-04-23,2023-05-22
3628,2070,2020-02-23,2023-11-12
3629,2070,2020-10-19,2023-12-08
3630,2070,2021-02-25,2023-01-27
3631,2071,2021-10-11,2023-03-19
3632,2072,2022-06-11,2023-10-09
3633,2072,2022-01-25,2023-03-26
3634,2072,2022-09-08,2023-07-16
3635,2073,2020-10-04,2023-10-06
3636,2074,2021-07-02,2023-04-07
3637,2075,2021-09-11,2023-11-26
3638,2075,2021-09-15,2023-07-10
3639,2075,2020-07-22,2023-07-26
3640,2076,2021-07-17,2023-10-10
3641,2076,2022-06-13,2023-03-16
3642,2076,2022-12-11,2023-10-05
3643,2076,2022-03-13,2023-09-28
3644,2077,2021-10-13,2023-06-02
3645,2078,2021-08-31,2023-08-10
3646,2079,2020-11-11,2023-02-03
3647,2079,2022-07-30,2023-10-10
3648,2080,2021-04-19,2023-04-23
3649,2081,2021-01-22,2023-10-27
3650,2082,2022-05-30,2023-05-26
3651,2082,2022-07-23,2023-06-12
3652,2082,2020-10-03,2023-06-05
3653,2083,2022-09-10,2023-04-11
3654,2084,2022-04-01,2023-07-21
3655,2084,2021-06-15,2023-06-30
3656,2085,2022-07-25,2023-11-07
3657,2085,2022-06-29,2023-06-09
3658,2085,2022-03-27,2023-04-17
3659,2085,2022-08-04,2023-04-05
3660,2086,2022-03-21,2023-07-19
3661,2086,2022-12-31,2023-12-15
3662,2086,2022-10-20,2023-10-31
3663,2086,2022-04-19,2023-04-11
3664,2087,2020-10-28,2023-11-06
3665,2087,2022-11-13,2023-05-28
3666,2088,2021-04-19,2023-08-29
3667,2088,2020-11-15,2023-06-18
3668,2089,2021-06-30,2023-05-28
3669,2089,2020-12-13,2023-04-25
3670,2089,2020-10-02,2023-01-27
3671,2090,2021-03-09,2023-12-31
3672,2090,2020-11-26,2023-10-07
3673,2090,2020-01-16,2023-09-15
3674,2090,2021-11-20,2023-07-01
3675,2091,2021-02-11,2023-02-15
3676,2092,2022-02-15,2023-08-12
3677,2092,2022-08-27,2023-03-19
3678,2092,2021-05-18,2023-01-10
3679,2093,2020-08-21,2023-10-24
3680,2093,2020-10-01,2023-07-06
3681,2094,2021-04-29,2023-02-04
3682,2095,2022-02-04,2023-03-12
3683,2095,2021-04-23,2023-03-27
3684,2095,2022-02-08,2023-09-04
3685,2095,2021-10-09,2023-02-10
3686,2096,2021-07-06,2023-11-26
3687,2096,2020-07-08,2023-09-08
3688,2097,2021-03-09,2023-09-10
3689,2097,2022-04-26,2023-05-07
3690,2097,2021-04-30,2023-11-22
3691,2098,2020-01-15,2023-02-19
3692,2098,2022-12-09,2023-05-25
3693,2098,2021-01-28,2023-07-24
3694,2099,2020-12-09,2023-12-02
3695,2099,2021-01-11,2023-12-06
3696,2099,2021-11-06,2023-10-04
3697,2100,2022-09-12,2023-06-23
3698,2100,2022-09-29,2023-05-22
3699,2101,2021-02-15,2023-08-14
3700,2101,2020-04-15,2023-10-25
3701,2101,2022-10-01,2023-06-15
3702,2101,2022-08-15,2023-07-29
3703,2102,2020-11-25,2023-02-02
3704,2102,2020-12-23,2023-07-17
3705,2102,2020-08-23,2023-10-24
3706,2102,2020-01-06,2023-03-28
3707,2103,2021-10-31,2023-08-28
3708,2104,2022-11-18,2023-04-03
3709,2104,2021-01-18,2023-01-07
3710,2104,2021-08-12,2023-05-26
3711,2105,2020-01-16,2023-05-08
3712,2105,2022-02-13,2023-08-12
3713,2105,2020-11-03,2023-02-19
3714,2105,2022-05-13,2023-08-23
3715,2106,2020-02-27,2023-01-06
3716,2106,2022-03-01,2023-11-18
3717,2106,2021-09-03,2023-01-16
3718,2106,2022-07-14,2023-07-14
3719,2107,2022-06-15,2023-12-20
3720,2108,2022-11-15,2023-03-06
3721,2109,2022-03-24,2023-12-09
3722,2109,2022-10-10,2023-02-08
3723,2109,2020-02-12,2023-12-17
3724,2110,2020-07-28,2023-01-11
3725,2110,2022-08-21,2023-06-03
3726,2110,2020-11-29,2023-06-18
3727,2111,2022-06-03,2023-09-10
3728,2112,2020-07-21,2023-12-23
3729,2113,2022-01-17,2023-01-16
3730,2113,2021-12-05,2023-12-29
3731,2113,2022-07-04,2023-08-14
3732,2114,2021-09-19,2023-12-09
3733,2114,2022-04-19,2023-06-29
3734,2114,2020-08-23,2023-10-26
3735,2115,2021-08-25,2023-04-28
3736,2115,2022-01-13,2023-05-27
3737,2115,2020-03-20,2023-10-02
3738,2115,2022-10-12,2023-06-06
3739,2116,2021-07-08,2023-04-07
3740,2116,2022-09-05,2023-04-22
3741,2116,2021-03-08,2023-07-29
3742,2116,2022-12-24,2023-09-19
3743,2117,2022-12-10,2023-05-09
3744,2117,2021-07-19,2023-06-06
3745,2117,2021-09-14,2023-11-23
3746,2118,2022-08-15,2023-05-27
3747,2118,2020-08-15,2023-03-26
3748,2118,2020-06-15,2023-06-11
3749,2119,2021-05-07,2023-01-27
3750,2119,2022-12-05,2023-10-22
3751,2119,2021-06-28,2023-11-29
3752,2119,2022-02-26,2023-08-19
3753,2120,2022-04-22,2023-07-29
3754,2120,2020-03-21,2023-08-11
3755,2120,2020-12-10,2023-09-09
3756,2120,2021-10-17,2023-08-08
3757,2121,2021-04-11,2023-05-29
3758,2121,2022-08-20,2023-01-11
3759,2121,2021-08-22,2023-07-11
3760,2121,2021-02-14,2023-02-24
3761,2122,2021-08-08,2023-07-25
3762,2122,2021-01-21,2023-03-23
3763,2122,2020-07-14,2023-12-31
3764,2122,2020-03-10,2023-04-09
3765,2123,2020-05-27,2023-10-24
3766,2123,2020-04-10,2023-07-02
3767,2124,2020-09-25,2023-09-06
3768,2124,2021-12-23,2023-01-08
3769,2124,2020-03-15,2023-05-02
3770,2124,2022-02-09,2023-10-03
3771,2125,2021-12-12,2023-05-04
3772,2125,2020-01-01,2023-11-15
3773,2125,2020-02-08,2023-10-25
3774,2125,2021-07-02,2023-08-18
3775,2126,2022-08-13,2023-12-25
3776,2126,2020-01-09,2023-12-11
3777,2126,2020-08-08,2023-06-11
3778,2127,2021-01-09,2023-06-02
3779,2127,2021-09-28,2023-01-14
3780,2127,2020-03-19,2023-10-23
3781,2128,2021-01-19,2023-02-07
3782,2128,2021-08-16,2023-05-19
3783,2128,2022-02-01,2023-09-22
3784,2129,2021-10-27,2023-03-30
3785,2129,2020-09-05,2023-06-04
3786,2129,2021-06-28,2023-12-14
3787,2129,2020-03-04,2023-10-26
3788,2130,2021-03-09,2023-08-09
3789,2130,2022-11-27,2023-04-04
3790,2130,2022-02-10,2023-03-20
3791,2130,2022-05-14,2023-01-07
3792,2131,2020-05-06,2023-11-04
3793,2131,2020-01-26,2023-08-23
3794,2131,2022-05-17,2023-05-04
3795,2132,2020-05-04,2023-05-20
3796,2133,2020-09-19,2023-07-19
3797,2134,2020-09-11,2023-09-29
3798,2134,2020-10-01,2023-04-23
3799,2135,2022-02-02,2023-04-20
3800,2135,2020-08-08,2023-07-27
3801,2135,2021-10-24,2023-07-21
3802,2136,2021-04-13,2023-08-19
3803,2136,2021-10-27,2023-06-09
3804,2137,2022-11-11,2023-07-10
3805,2137,2021-02-24,2023-03-18
3806,2137,2021-05-10,2023-07-15
3807,2137,2020-11-10,2023-01-20
3808,2138,2021-06-19,2023-05-06
3809,2138,2020-03-01,2023-09-02
3810,2139,2022-06-21,2023-01-03
3811,2139,2022-09-19,2023-04-10
3812,2139,2020-06-12,2023-12-06
3813,2139,2021-12-07,2023-02-01
3814,2140,2022-07-08,2023-06-27
3815,2140,2022-03-20,2023-02-08
3816,2140,2020-06-13,2023-09-22
3817,2141,2021-02-07,2023-08-06
3818,2141,2021-05-10,2023-10-30
3819,2141,2020-04-10,2023-11-17
3820,2141,2021-08-01,2023-09-25
3821,2142,2022-09-13,2023-10-16
3822,2142,2020-03-17,2023-06-17
3823,2143,2022-04-15,2023-07-20
3824,2143,2021-11-20,2023-05-21
3825,2144,2020-05-13,2023-05-22
3826,2144,2021-12-28,2023-10-21
3827,2144,2022-12-09,2023-07-02
3828,2145,2021-05-26,2023-10-01
3829,2145,2020-05-16,2023-03-04
3830,2145,2022-12-17,2023-02-11
3831,2146,2020-12-19,2023-09-30
3832,2146,2022-08-24,2023-10-16
3833,2146,2022-09-14,2023-08-11
3834,2147,2021-09-04,2023-03-11
3835,2147,2021-09-23,2023-06-30
3836,2147,2021-02-08,2023-05-23
3837,2148,2022-05-02,2023-05-15
3838,2148,2022-08-05,2023-05-29
3839,2149,2020-09-22,2023-04-23
3840,2149,2022-03-30,2023-11-15
3841,2149,2021-07-07,2023-05-31
3842,2150,2022-07-30,2023-02-01
3843,2150,2021-01-13,2023-11-25
3844,2150,2022-02-19,2023-03-07
3845,2151,2021-11-08,2023-01-29
3846,2151,2022-08-18,2023-09-30
3847,2152,2020-06-17,2023-11-13
3848,2152,2021-05-12,2023-08-16
3849,2152,2020-10-05,2023-10-26
3850,2152,2021-02-15,2023-04-16
3851,2153,2021-02-24,2023-03-31
3852,2153,2021-09-05,2024-01-01
3853,2153,2022-12-26,2023-07-22
3854,2153,2022-08-02,2023-06-05
3855,2154,2020-07-01,2023-06-01
3856,2154,2021-11-06,2023-10-28
3857,2154,2020-01-26,2023-02-11
3858,2154,2022-08-18,2023-07-29
3859,2155,2021-09-26,2023-05-21
3860,2155,2021-06-15,2023-12-26
3861,2155,2020-03-08,2023-10-12
3862,2156,2020-11-25,2023-12-10
3863,2156,2021-03-11,2023-12-16
3864,2156,2021-11-24,2023-02-15
3865,2156,2021-09-28,2023-11-24
3866,2157,2022-02-07,2023-12-01
3867,2158,2020-03-30,2023-10-21
3868,2158,2022-01-22,2023-04-13
3869,2158,2022-12-19,2023-10-29
3870,2158,2021-09-19,2023-02-19
3871,2159,2021-09-10,2023-08-06
3872,2159,2021-09-07,2023-10-05
3873,2159,2022-05-19,2023-06-15
3874,2160,2020-07-05,2023-05-20
3875,2160,2022-07-20,2023-12-15
3876,2160,2021-11-14,2023-10-20
3877,2161,2022-05-10,2023-05-07
3878,2161,2020-08-17,2023-11-06
3879,2161,2022-01-14,2023-07-02
3880,2161,2021-04-22,2023-11-18
3881,2162,2022-04-24,2023-06-19
3882,2162,2021-03-04,2023-06-26
3883,2162,2022-04-14,2023-08-25
3884,2162,2022-10-28,2023-02-28
3885,2163,2022-05-22,2023-12-10
3886,2164,2022-10-18,2023-08-03
3887,2164,2021-06-13,2023-03-07
3888,2164,2020-07-27,2023-08-07
3889,2164,2021-09-03,2023-06-12
3890,2165,2022-04-01,2023-01-09
3891,2165,2022-04-07,2023-10-26
3892,2165,2021-12-04,2023-10-04
3893,2166,2022-07-30,2023-08-01
3894,2166,2020-01-05,2023-08-03
3895,2167,2022-04-24,2023-06-18
3896,2167,2022-04-21,2023-08-11
3897,2167,2020-08-03,2023-05-20
3898,2168,2021-11-03,2023-12-22
3899,2168,2021-06-09,2023-01-13
3900,2168,2022-12-22,2023-04-25
3901,2169,2021-05-27,2023-12-04
3902,2169,2022-06-23,2023-06-02
3903,2169,2021-10-09,2023-08-22
3904,2169,2022-10-28,2023-10-02
3905,2170,2021-11-06,2023-09-15
3906,2171,2020-09-16,2023-05-03
3907,2171,2021-04-08,2023-12-29
3908,2172,2021-11-17,2023-12-03
3909,2172,2020-11-29,2023-10-22
3910,2172,2022-10-31,2023-12-06
3911,2172,2022-12-12,2023-04-30
3912,2173,2022-12-04,2023-01-08
3913,2174,2022-06-13,2023-10-06
3914,2174,2021-04-13,2023-07-14
3915,2174,2020-09-25,2023-12-07
3916,2175,2022-04-01,2023-03-31
3917,2175,2020-03-16,2023-05-04
3918,2175,2021-02-12,2023-08-29
3919,2175,2020-09-19,2023-07-21
3920,2176,2021-04-15,2023-03-29
3921,2176,2021-09-05,2023-01-03
3922,2177,2021-12-09,2023-02-11
3923,2178,2020-12-13,2023-11-11
3924,2178,2022-07-13,2023-04-08
3925,2178,2021-05-01,2023-10-09
3926,2178,2022-02-24,2023-02-20
3927,2179,2022-07-05,2023-12-31
3928,2180,2022-07-08,2023-12-27
3929,2180,2020-09-09,2023-04-19
3930,2180,2022-04-29,2023-08-23
3931,2180,2021-09-15,2023-02-22
3932,2181,2022-10-11,2023-07-11
3933,2181,2020-02-21,2023-06-16
3934,2181,2020-02-08,2023-07-13
3935,2182,2022-06-20,2023-10-11
3936,2182,2022-04-22,2023-11-19
3937,2183,2020-01-15,2023-08-07
3938,2183,2020-04-08,2023-07-03
3939,2184,2020-05-04,2023-09-21
3940,2184,2022-08-12,2023-10-05
3941,2185,2022-05-09,2023-07-05
3942,2185,2022-11-20,2023-01-23
3943,2185,2022-04-07,2023-12-25
3944,2185,2022-06-19,2023-06-26
3945,2186,2020-08-30,2023-05-31
3946,2186,2021-10-10,2023-01-24
3947,2186,2020-03-10,2023-11-07
3948,2187,2022-12-02,2023-07-08
3949,2187,2021-05-12,2023-06-06
3950,2188,2020-03-20,2023-01-09
3951,2188,2022-01-09,2023-12-20
3952,2188,2021-04-30,2023-01-05
3953,2188,2022-10-22,2023-10-22
3954,2189,2020-03-27,2023-03-27
3955,2189,2020-02-12,2023-01-07
3956,2190,2022-02-02,2023-05-15
3957,2190,2022-06-19,2023-02-27
3958,2190,2020-12-21,2023-12-21
3959,2190,2022-01-12,2023-08-13
3960,2191,2020-08-16,2023-12-29
3961,2191,2021-01-06,2023-03-20
3962,2191,2020-05-27,2023-02-25
3963,2191,2020-11-15,2023-04-11
3964,2192,2021-07-02,2023-12-21
3965,2192,2022-03-07,2023-04-21
3966,2193,2020-05-10,2023-05-31
3967,2194,2020-01-09,2023-06-03
3968,2194,2021-11-22,2023-06-30
3969,2194,2022-12-18,2023-10-23
3970,2194,2021-10-01,2023-09-22
3971,2195,2022-10-22,2023-06-26
3972,2196,2020-01-16,2023-01-04
3973,2196,2020-12-10,2023-06-23
3974,2196,2021-07-07,2023-05-28
3975,2197,2022-11-14,2023-02-14
3976,2197,2020-06-29,2023-04-19
3977,2197,2022-10-17,2023-10-01
3978,2197,2020-02-11,2023-10-10
3979,2198,2021-02-20,2023-01-03
3980,2198,2022-04-17,2023-07-21
3981,2199,2021-07-17,2023-12-05
3982,2199,2021-01-31,2023-11-18
3983,2199,2021-01-25,2023-11-25
3984,2200,2022-11-29,2023-11-20
3985,2201,2020-10-14,2023-01-24
3986,2201,2022-08-21,2023-01-05
3987,2201,2020-09-03,2023-12-17
3988,2202,2021-10-27,2023-05-28
3989,2202,2021-07-13,2023-11-16
3990,2202,2021-03-04,2023-09-14
3991,2202,2022-11-14,2023-01-14
3992,2203,2021-08-12,2023-11-07
3993,2203,2022-04-02,2023-02-25
3994,2203,2022-10-14,2023-04-18
3995,2204,2020-04-06,2023-12-11
3996,2204,2020-10-06,2023-07-03
3997,2204,2021-01-08,2023-11-27
3998,2205,2022-01-02,2023-05-17
3999,2205,2021-02-26,2023-08-05
4000,2206,2020-04-21,2023-08-21
4001,2206,2021-03-27,2023-08-12
4002,2207,2022-06-14,2023-07-18
4003,2208,2022-10-23,2023-07-24
4004,2208,2021-03-08,2023-05-24
4005,2208,2022-09-06,2023-05-17
4006,2208,2021-06-24,2023-11-11
4007,2209,2021-05-02,2023-04-29
4008,2210,2021-05-26,2023-03-13
4009,2210,2022-12-23,2023-02-15
4010,2210,2021-03-31,2023-10-25
4011,2211,2020-05-07,2023-01-04
4012,2211,2020-03-05,2023-08-26
4013,2211,2023-01-01,2023-06-12
4014,2212,2021-12-05,2023-03-15
4015,2213,2022-02-09,2023-03-13
4016,2213,2020-10-08,2023-06-27
4017,2213,2020-03-01,2023-05-01
4018,2214,2021-11-08,2023-08-29
4019,2215,2021-04-15,2023-11-07
4020,2215,2020-11-08,2023-10-23
4021,2215,2020-01-11,2023-03-06
4022,2216,2020-07-19,2023-08-24
4023,2217,2022-01-02,2023-03-25
4024,2217,2021-02-02,2023-03-31
4025,2217,2020-01-26,2023-02-26
4026,2218,2022-03-05,2023-08-05
4027,2219,2020-05-15,2023-12-16
4028,2219,2021-03-04,2023-11-18
4029,2220,2021-08-06,2023-03-07
4030,2221,2020-09-24,2023-04-25
4031,2221,2022-08-30,2023-11-15
4032,2221,2022-05-12,2023-12-18
4033,2221,2022-06-18,2023-11-06
4034,2222,2021-10-03,2023-12-15
4035,2222,2021-11-21,2023-07-10
4036,2222,2021-06-17,2023-11-23
4037,2222,2020-12-19,2023-10-14
4038,2223,2020-04-12,2023-10-31
4039,2223,2021-06-20,2023-05-21
4040,2223,2020-08-13,2023-01-04
4041,2223,2020-06-04,2023-07-05
4042,2224,2021-02-11,2023-10-27
4043,2224,2020-06-14,2023-07-23
4044,2224,2020-07-06,2023-04-28
4045,2225,2022-05-11,2023-03-15
4046,2226,2020-11-09,2023-07-10
4047,2227,2020-08-03,2023-02-27
4048,2227,2021-12-06,2023-03-20
4049,2227,2022-07-25,2023-09-20
4050,2228,2020-05-12,2023-01-14
4051,2229,2020-07-11,2023-11-04
4052,2229,2020-04-03,2023-05-05
4053,2230,2021-04-03,2023-03-15
4054,2231,2022-07-09,2023-03-08
4055,2232,2021-04-11,2023-05-14
4056,2232,2022-08-01,2023-07-24
4057,2233,2020-05-25,2023-04-04
4058,2233,2021-10-22,2023-02-11
4059,2233,2021-12-12,2023-01-19
4060,2233,2020-03-19,2023-08-01
4061,2234,2021-12-06,2023-12-03
4062,2235,2022-01-02,2023-11-04
4063,2235,2021-10-26,2023-08-21
4064,2235,2021-10-20,2023-10-17
4065,2236,2021-06-29,2023-10-31
4066,2236,2021-01-19,2023-12-20
4067,2237,2020-02-19,2023-10-11
4068,2237,2022-02-25,2023-10-09
4069,2238,2020-01-01,2023-10-01
4070,2238,2020-12-09,2023-02-27
4071,2238,2021-02-14,2023-01-12
4072,2238,2020-11-17,2023-12-28
4073,2239,2022-09-15,2023-06-02
4074,2239,2021-01-07,2023-08-22
4075,2239,2022-01-13,2023-08-29
4076,2240,2021-04-16,2023-08-19
4077,2240,2022-08-11,2023-10-07
4078,2240,2021-05-30,2023-10-20
4079,2241,2020-04-14,2023-12-16
4080,2242,2021-01-30,2023-08-16
4081,2243,2021-06-21,2023-06-23
4082,2244,2021-11-25,2023-04-18
4083,2244,2022-02-10,2023-10-16
4084,2245,2021-10-07,2023-02-20
4085,2245,2022-11-19,2023-11-01
4086,2245,2020-11-28,2023-10-13
4087,2246,2022-07-12,2023-03-26
4088,2246,2021-02-20,2023-03-02
4089,2247,2021-01-01,2023-02-07
4090,2247,2021-01-14,2023-10-02
4091,2247,2022-10-07,2023-05-08
4092,2248,2020-01-11,2023-01-29
4093,2249,2020-10-03,2023-02-23
4094,2249,2020-03-10,2023-10-19
4095,2249,2021-08-27,2023-06-20
4096,2249,2021-04-30,2023-05-09
4097,2250,2022-01-04,2023-04-21
4098,2251,2021-09-01,2023-02-15
4099,2251,2020-11-11,2023-09-20
4100,2251,2021-10-30,2023-04-30
4101,2252,2022-12-27,2023-06-01
4102,2252,2021-02-27,2023-04-30
4103,2252,2022-05-29,2023-01-11
4104,2252,2020-06-20,2023-12-22
4105,2253,2022-10-29,2023-07-13
4106,2253,2021-06-27,2023-09-02
4107,2253,2020-10-20,2023-10-03
4108,2254,2020-10-10,2023-07-22
4109,2254,2021-07-05,2023-02-10
4110,2254,2021-11-15,2023-09-29
4111,2255,2020-03-26,2023-02-18
4112,2255,2022-07-11,2023-04-25
4113,2256,2022-07-17,2023-05-28
4114,2256,2020-02-06,2023-11-07
4115,2256,2022-05-06,2023-06-26
4116,2257,2020-08-13,2023-08-15
4117,2257,2020-01-30,2023-07-29
4118,2257,2021-10-13,2023-09-23
4119,2258,2020-02-17,2023-04-09
4120,2258,2021-04-29,2023-07-26
4121,2258,2020-11-14,2023-10-29
4122,2258,2020-03-03,2023-12-28
4123,2259,2021-08-28,2023-09-15
4124,2259,2022-10-30,2023-04-18
4125,2259,2020-03-11,2023-03-12
4126,2259,2020-01-04,2023-12-11
4127,2260,2021-05-17,2023-03-06
4128,2260,2021-06-23,2023-05-07
4129,2261,2022-10-23,2023-05-27
4130,2261,2021-11-27,2023-08-14
4131,2262,2021-07-12,2023-04-03
4132,2262,2020-12-08,2023-01-30
4133,2263,2020-06-19,2023-09-29
4134,2264,2022-09-27,2023-07-09
4135,2264,2022-12-15,2023-10-31
4136,2265,2021-03-23,2023-05-23
4137,2265,2022-10-30,2023-01-09
4138,2266,2020-06-06,2023-08-22
4139,2267,2021-02-04,2023-04-07
4140,2268,2020-09-08,2023-12-25
4141,2268,2022-11-13,2023-04-23
4142,2269,2022-02-08,2023-07-11
4143,2269,2021-08-31,2023-07-30
4144,2270,2020-02-15,2023-07-26
4145,2270,2020-03-01,2023-03-09
4146,2270,2021-02-13,2023-05-23
4147,2271,2021-06-09,2023-03-20
4148,2271,2022-06-07,2023-03-15
4149,2272,2021-05-30,2023-02-10
4150,2272,2021-06-18,2023-04-06
4151,2273,2022-10-29,2023-12-07
4152,2274,2021-11-11,2023-06-04
4153,2274,2021-01-11,2023-09-15
4154,2275,2021-12-25,2023-10-14
4155,2275,2022-05-23,2023-10-04
4156,2275,2020-08-08,2023-06-05
4157,2275,2021-11-11,2023-11-27
4158,2276,2022-01-12,2023-09-28
4159,2276,2022-06-19,2023-07-30
4160,2277,2020-12-22,2023-08-11
4161,2277,2022-01-10,2023-07-22
4162,2278,2022-04-05,2023-07-23
4163,2278,2020-08-22,2023-11-30
4164,2278,2022-05-20,2023-09-13
4165,2279,2020-02-13,2023-04-27
4166,2279,2020-10-16,2023-11-06
4167,2279,2021-02-09,2023-02-28
4168,2280,2021-10-21,2023-10-28
4169,2280,2020-10-21,2023-04-28
4170,2280,2020-04-02,2023-02-20
4171,2281,2020-10-11,2023-12-23
4172,2281,2021-03-22,2023-06-05
4173,2281,2021-02-17,2023-08-03
4174,2282,2022-07-06,2023-11-21
4175,2282,2020-06-04,2023-06-19
4176,2282,2022-11-27,2023-04-02
4177,2283,2022-06-18,2023-10-25
4178,2283,2022-11-18,2023-11-26
4179,2284,2020-01-22,2023-02-15
4180,2284,2022-01-08,2023-01-04
4181,2285,2022-02-10,2023-04-01
4182,2285,2022-08-02,2023-12-13
4183,2285,2022-03-29,2023-02-07
4184,2285,2020-06-20,2023-06-01
4185,2286,2021-07-30,2023-01-03
4186,2286,2020-07-08,2023-09-12
4187,2286,2022-12-30,2023-10-10
4188,2286,2021-04-07,2023-05-16
4189,2287,2021-06-05,2023-05-02
4190,2287,2022-04-07,2023-01-22
4191,2288,2021-11-20,2023-04-20
4192,2288,2021-12-13,2023-11-12
4193,2289,2021-09-14,2023-03-05
4194,2289,2020-02-02,2023-02-15
4195,2289,2021-12-01,2023-11-27
4196,2289,2022-11-15,2023-12-17
4197,2290,2020-08-27,2023-11-01
4198,2290,2022-04-02,2023-10-02
4199,2290,2020-08-14,2023-04-11
4200,2291,2022-02-01,2023-01-18
4201,2292,2020-11-06,2023-11-10
4202,2292,2022-10-20,2023-05-23
4203,2292,2022-10-08,2023-11-30
4204,2292,2020-01-04,2023-10-09
4205,2293,2022-03-13,2023-12-23
4206,2293,2021-06-27,2023-08-11
4207,2293,2022-10-16,2023-05-08
4208,2294,2020-07-22,2023-04-22
4209,2295,2022-11-23,2023-04-11
4210,2295,2022-10-19,2023-11-16
4211,2296,2021-04-07,2023-05-09
4212,2296,2020-09-06,2023-12-23
4213,2297,2020-09-15,2023-03-27
4214,2297,2022-08-19,2023-10-08
4215,2297,2021-09-19,2023-03-29
4216,2298,2021-12-21,2023-09-01
4217,2298,2021-03-22,2023-05-02
4218,2298,2021-06-29,2023-03-14
4219,2299,2021-02-07,2023-01-26
4220,2299,2021-11-27,2023-08-19
4221,2299,2020-04-05,2023-07-08
4222,2299,2022-12-26,2023-02-03
4223,2300,2020-03-23,2023-10-02
4224,2301,2021-07-12,2023-02-16
4225,2301,2021-03-28,2023-04-18
4226,2302,2022-03-19,2023-07-13
4227,2302,2021-11-24,2023-01-08
4228,2303,2020-07-18,2023-11-05
4229,2304,2020-01-23,2023-09-05
4230,2304,2022-04-05,2023-04-21
4231,2305,2021-07-07,2023-07-22
4232,2305,2021-10-19,2023-01-29
4233,2305,2022-09-10,2023-01-09
4234,2305,2022-08-31,2023-08-24
4235,2306,2021-07-26,2023-10-02
4236,2306,2020-04-25,2023-07-25
4237,2306,2020-05-03,2023-02-19
4238,2307,2022-09-29,2023-04-01
4239,2307,2020-05-31,2023-12-23
4240,2307,2021-04-03,2023-10-04
4241,2307,2022-06-30,2023-01-31
4242,2308,2022-05-11,2023-09-20
4243,2309,2021-05-24,2023-01-29
4244,2310,2022-02-16,2023-02-07
4245,2310,2022-05-26,2023-11-04
4246,2310,2021-03-07,2023-10-30
4247,2311,2020-08-13,2023-08-27
4248,2311,2022-12-24,2023-02-23
4249,2312,2022-07-24,2023-11-12
4250,2312,2020-01-21,2023-06-24
4251,2312,2020-02-04,2023-09-14
4252,2312,2021-08-18,2023-10-23
4253,2313,2022-01-27,2023-09-02
4254,2313,2022-04-20,2023-05-10
4255,2313,2022-05-27,2023-09-06
4256,2313,2021-12-17,2023-12-10
4257,2314,2021-09-26,2023-04-03
4258,2314,2021-10-23,2023-05-27
4259,2314,2022-12-05,2023-08-04
4260,2314,2021-09-30,2023-05-01
4261,2315,2022-05-08,2023-02-13
4262,2315,2021-08-25,2023-01-10
